,STATE,AREA,AGE_ADJUSTED_CI_LOWER,AGE_ADJUSTED_CI_UPPER,AGE_ADJUSTED_RATE,COUNT,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_CI_LOWER,CRUDE_CI_UPPER,CRUDE_RATE
754910,IN,IN: Jennings County (18079),210.3,288.8,247.2,182,Mortality,70030.0,All Races,Male,All Cancer Sites Combined,2012-2016,223.5,300.5,259.9
755798,IN,IN: Johnson County (18081),174.6,204.7,189.2,657,Mortality,362842.0,All Races,Male,All Cancer Sites Combined,2012-2016,167.5,195.5,181.1
756686,IN,IN: Knox County (18083),208.5,270.3,237.9,248,Mortality,95830.0,All Races,Male,All Cancer Sites Combined,2012-2016,227.6,293.1,258.8
757574,IN,IN: Kosciusko County (18085),188.1,229.3,207.9,426,Mortality,194848.0,All Races,Male,All Cancer Sites Combined,2012-2016,198.4,240.4,218.6
758462,IN,IN: LaGrange County (18087),155.1,215.1,183.4,159,Mortality,96792.0,All Races,Male,All Cancer Sites Combined,2012-2016,139.7,191.9,164.3
759350,IN,IN: LaPorte County (18091),216.6,252.1,233.8,724,Mortality,286836.0,All Races,Male,All Cancer Sites Combined,2012-2016,234.4,271.5,252.4
760238,IN,IN: Lake County (18089),216.1,233.2,224.5,2809,Mortality,1185075.0,All Races,Male,All Cancer Sites Combined,2012-2016,228.3,246.0,237.0
761126,IN,IN: Lawrence County (18093),211.8,265.0,237.2,335,Mortality,113258.0,All Races,Male,All Cancer Sites Combined,2012-2016,265.0,329.2,295.8
762014,IN,IN: Madison County (18095),214.9,246.8,230.4,851,Mortality,324285.0,All Races,Male,All Cancer Sites Combined,2012-2016,245.1,280.7,262.4
762902,IN,IN: Marion County (18097),227.0,241.4,234.1,4413,Mortality,2247988.0,All Races,Male,All Cancer Sites Combined,2012-2016,190.6,202.2,196.3
763790,IN,IN: Marshall County (18099),171.0,220.9,194.8,253,Mortality,116269.0,All Races,Male,All Cancer Sites Combined,2012-2016,191.6,246.1,217.6
764678,IN,IN: Martin County (18101),219.5,340.1,274.5,90,Mortality,25872.0,All Races,Male,All Cancer Sites Combined,2012-2016,279.7,427.6,347.9
765566,IN,IN: Miami County (18103),178.7,236.0,205.8,218,Mortality,96879.0,All Races,Male,All Cancer Sites Combined,2012-2016,196.1,257.0,225.0
766454,IN,IN: Monroe County (18105),184.6,218.9,201.2,567,Mortality,357155.0,All Races,Male,All Cancer Sites Combined,2012-2016,146.0,172.4,158.8
767342,IN,IN: Montgomery County (18107),158.4,210.4,183.0,204,Mortality,96610.0,All Races,Male,All Cancer Sites Combined,2012-2016,183.2,242.2,211.2
768230,IN,IN: Morgan County (18109),215.3,263.6,238.5,429,Mortality,171980.0,All Races,Male,All Cancer Sites Combined,2012-2016,226.4,274.2,249.4
769118,IN,IN: Newton County (18111),148.8,234.3,187.7,85,Mortality,35655.0,All Races,Male,All Cancer Sites Combined,2012-2016,190.4,294.8,238.4
770006,IN,IN: Noble County (18113),189.5,245.7,216.2,255,Mortality,118541.0,All Races,Male,All Cancer Sites Combined,2012-2016,189.5,243.2,215.1
770894,IN,IN: Ohio County (18115),156.6,304.8,220.9,41,Mortality,14857.0,All Races,Male,All Cancer Sites Combined,2012-2016,198.0,374.4,276.0
771782,IN,IN: Orange County (18117),225.4,312.8,266.3,159,Mortality,48857.0,All Races,Male,All Cancer Sites Combined,2012-2016,276.8,380.1,325.4
772670,IN,IN: Owen County (18119),236.1,324.7,277.6,178,Mortality,52984.0,All Races,Male,All Cancer Sites Combined,2012-2016,288.4,389.1,336.0
773558,IN,IN: Parke County (18121),141.3,217.8,176.2,93,Mortality,40300.0,All Races,Male,All Cancer Sites Combined,2012-2016,186.3,282.7,230.8
774446,IN,IN: Perry County (18123),211.2,297.0,251.2,145,Mortality,51633.0,All Races,Male,All Cancer Sites Combined,2012-2016,237.0,330.4,280.8
775334,IN,IN: Pike County (18125),139.8,233.7,182.1,69,Mortality,31488.0,All Races,Male,All Cancer Sites Combined,2012-2016,170.5,277.3,219.1
776222,IN,IN: Porter County (18127),189.2,218.2,203.3,834,Mortality,411079.0,All Races,Male,All Cancer Sites Combined,2012-2016,189.3,217.1,202.9
777110,IN,IN: Posey County (18129),176.2,247.4,209.5,152,Mortality,63717.0,All Races,Male,All Cancer Sites Combined,2012-2016,202.1,279.6,238.6
777998,IN,IN: Pulaski County (18131),171.9,267.3,215.4,88,Mortality,32767.0,All Races,Male,All Cancer Sites Combined,2012-2016,215.4,330.9,268.6
778886,IN,IN: Putnam County (18133),175.4,231.6,202.0,215,Mortality,99235.0,All Races,Male,All Cancer Sites Combined,2012-2016,188.7,247.6,216.7
779774,IN,IN: Randolph County (18135),203.5,274.0,236.7,188,Mortality,62359.0,All Races,Male,All Cancer Sites Combined,2012-2016,259.9,347.8,301.5
780662,IN,IN: Ripley County (18137),194.0,262.9,226.4,182,Mortality,69965.0,All Races,Male,All Cancer Sites Combined,2012-2016,223.7,300.8,260.1
781550,IN,IN: Rush County (18139),200.4,289.2,241.6,125,Mortality,41404.0,All Races,Male,All Cancer Sites Combined,2012-2016,251.3,359.7,301.9
782438,IN,IN: Scott County (18143),197.1,275.3,233.7,157,Mortality,58305.0,All Races,Male,All Cancer Sites Combined,2012-2016,228.8,314.8,269.3
783326,IN,IN: Shelby County (18145),199.9,256.5,226.9,273,Mortality,109705.0,All Races,Male,All Cancer Sites Combined,2012-2016,220.2,280.2,248.8
784214,IN,IN: Spencer County (18147),179.1,254.6,214.2,138,Mortality,52141.0,All Races,Male,All Cancer Sites Combined,2012-2016,222.4,312.7,264.7
785102,IN,IN: St. Joseph County (18141),202.9,225.8,214.2,1437,Mortality,650294.0,All Races,Male,All Cancer Sites Combined,2012-2016,209.7,232.7,221.0
785990,IN,IN: Starke County (18149),235.5,315.8,273.3,196,Mortality,57179.0,All Races,Male,All Cancer Sites Combined,2012-2016,296.5,394.3,342.8
786878,IN,IN: Steuben County (18151),191.2,250.5,219.2,238,Mortality,87188.0,All Races,Male,All Cancer Sites Combined,2012-2016,239.4,309.9,273.0
787766,IN,IN: Sullivan County (18153),227.0,315.4,268.5,157,Mortality,57018.0,All Races,Male,All Cancer Sites Combined,2012-2016,234.0,321.9,275.4
788654,IN,IN: Switzerland County (18155),174.5,291.2,227.2,70,Mortality,27020.0,All Races,Male,All Cancer Sites Combined,2012-2016,202.0,327.3,259.1
789542,IN,IN: Tippecanoe County (18157),179.2,209.9,194.1,661,Mortality,469440.0,All Races,Male,All Cancer Sites Combined,2012-2016,130.3,152.0,140.8
790430,IN,IN: Tipton County (18159),177.5,265.9,218.1,106,Mortality,38407.0,All Races,Male,All Cancer Sites Combined,2012-2016,226.0,333.8,276.0
791318,IN,IN: Union County (18161),163.2,307.4,226.7,45,Mortality,17960.0,All Races,Male,All Cancer Sites Combined,2012-2016,182.8,335.3,250.6
792656,IN,IN: Vanderburgh County (18163),206.9,234.3,220.3,1068,Mortality,439132.0,All Races,Male,All Cancer Sites Combined,2012-2016,228.8,258.2,243.2
793544,IN,IN: Vermillion County (18165),182.4,272.5,223.8,111,Mortality,39048.0,All Races,Male,All Cancer Sites Combined,2012-2016,233.8,342.3,284.3
794432,IN,IN: Vigo County (18167),208.3,246.0,226.6,600,Mortality,273685.0,All Races,Male,All Cancer Sites Combined,2012-2016,202.0,237.5,219.2
795320,IN,IN: Wabash County (18169),198.5,260.3,227.7,226,Mortality,77762.0,All Races,Male,All Cancer Sites Combined,2012-2016,254.0,331.1,290.6
796208,IN,IN: Warren County (18171),127.8,234.5,174.6,47,Mortality,20724.0,All Races,Male,All Cancer Sites Combined,2012-2016,166.6,301.6,226.8
797096,IN,IN: Warrick County (18173),176.3,221.5,197.9,329,Mortality,150929.0,All Races,Male,All Cancer Sites Combined,2012-2016,195.1,242.9,218.0
797984,IN,IN: Washington County (18175),209.5,282.3,243.8,192,Mortality,69405.0,All Races,Male,All Cancer Sites Combined,2012-2016,238.9,318.7,276.6
798872,IN,IN: Wayne County (18177),213.8,257.8,235.0,467,Mortality,163301.0,All Races,Male,All Cancer Sites Combined,2012-2016,260.6,313.1,286.0
799760,IN,IN: Wells County (18179),178.8,244.7,209.7,170,Mortality,68590.0,All Races,Male,All Cancer Sites Combined,2012-2016,212.0,288.0,247.8
800648,IN,IN: White County (18181),184.6,252.9,216.5,172,Mortality,60493.0,All Races,Male,All Cancer Sites Combined,2012-2016,243.4,330.1,284.3
801536,IN,IN: Whitley County (18183),175.3,236.9,204.3,191,Mortality,83161.0,All Races,Male,All Cancer Sites Combined,2012-2016,198.3,264.7,229.7
802398,KS,KS: Allen County (20001),186.3,283.0,230.6,96,Mortality,31549.0,All Races,Male,All Cancer Sites Combined,2012-2016,246.5,371.6,304.3
802836,KS,KS: Anderson County (20003),157.3,268.4,206.5,61,Mortality,19534.0,All Races,Male,All Cancer Sites Combined,2012-2016,238.9,401.1,312.3
803274,KS,KS: Atchison County (20005),169.3,258.0,210.1,94,Mortality,40314.0,All Races,Male,All Cancer Sites Combined,2012-2016,188.4,285.3,233.2
803712,KS,KS: Barber County (20007),144.1,299.3,210.3,34,Mortality,12363.0,All Races,Male,All Cancer Sites Combined,2012-2016,190.5,384.3,275.0
804150,KS,KS: Barton County (20009),153.7,214.6,182.2,152,Mortality,67390.0,All Races,Male,All Cancer Sites Combined,2012-2016,191.1,264.4,225.6
804588,KS,KS: Bourbon County (20011),195.3,290.8,239.3,108,Mortality,36559.0,All Races,Male,All Cancer Sites Combined,2012-2016,242.3,356.7,295.4
805026,KS,KS: Brown County (20013),139.8,244.2,186.3,56,Mortality,23843.0,All Races,Male,All Cancer Sites Combined,2012-2016,177.4,305.0,234.9
805464,KS,KS: Butler County (20015),186.3,231.7,208.1,351,Mortality,166020.0,All Races,Male,All Cancer Sites Combined,2012-2016,189.9,234.7,211.4
805902,KS,KS: Chase County (20017),162.7,392.0,257.1,25,Mortality,6819.0,All Races,Male,All Cancer Sites Combined,2012-2016,237.3,541.2,366.6
806340,KS,KS: Chautauqua County (20019),121.2,270.4,181.6,29,Mortality,8879.0,All Races,Male,All Cancer Sites Combined,2012-2016,218.7,469.1,326.6
806778,KS,KS: Cherokee County (20021),195.1,274.8,232.3,145,Mortality,51262.0,All Races,Male,All Cancer Sites Combined,2012-2016,238.7,332.8,282.9
807216,KS,KS: Cheyenne County (20023),122.4,344.3,210.9,+,Mortality,6681.0,All Races,Male,All Cancer Sites Combined,2012-2016,206.4,498.6,329.3
807654,KS,KS: Clark County (20025),158.7,423.0,264.6,19,Mortality,5223.0,All Races,Male,All Cancer Sites Combined,2012-2016,219.0,568.1,363.8
808092,KS,KS: Clay County (20027),173.5,293.6,227.2,67,Mortality,20580.0,All Races,Male,All Cancer Sites Combined,2012-2016,252.3,413.4,325.6
808530,KS,KS: Cloud County (20029),140.7,245.7,187.4,57,Mortality,22911.0,All Races,Male,All Cancer Sites Combined,2012-2016,188.4,322.3,248.8
808968,KS,KS: Coffey County (20031),170.5,290.0,223.7,63,Mortality,20706.0,All Races,Male,All Cancer Sites Combined,2012-2016,233.8,389.3,304.3
809406,KS,KS: Comanche County (20033),233.7,536.7,356.5,+,Mortality,4551.0,All Races,Male,All Cancer Sites Combined,2012-2016,391.0,863.2,593.3
809844,KS,KS: Cowley County (20035),196.6,256.2,224.9,236,Mortality,89572.0,All Races,Male,All Cancer Sites Combined,2012-2016,230.9,299.3,263.5
810282,KS,KS: Crawford County (20037),186.3,247.6,215.3,204,Mortality,97940.0,All Races,Male,All Cancer Sites Combined,2012-2016,180.7,238.9,208.3
810720,KS,KS: Decatur County (20039),139.4,310.4,207.3,30,Mortality,7248.0,All Races,Male,All Cancer Sites Combined,2012-2016,279.3,590.9,413.9
811158,KS,KS: Dickinson County (20041),178.3,254.1,213.5,135,Mortality,48162.0,All Races,Male,All Cancer Sites Combined,2012-2016,235.0,331.8,280.3
811596,KS,KS: Doniphan County (20043),135.9,252.6,187.1,46,Mortality,19651.0,All Races,Male,All Cancer Sites Combined,2012-2016,171.4,312.2,234.1
812034,KS,KS: Douglas County (20045),164.2,202.1,182.5,386,Mortality,290055.0,All Races,Male,All Cancer Sites Combined,2012-2016,120.1,147.0,133.1
812472,KS,KS: Edwards County (20047),104.8,286.1,176.8,19,Mortality,7472.0,All Races,Male,All Cancer Sites Combined,2012-2016,153.1,397.1,254.3
812910,KS,KS: Elk County (20049),152.1,349.8,230.7,28,Mortality,6462.0,All Races,Male,All Cancer Sites Combined,2012-2016,287.9,626.2,433.3
813348,KS,KS: Ellis County (20051),156.4,222.5,187.3,135,Mortality,72792.0,All Races,Male,All Cancer Sites Combined,2012-2016,155.5,219.5,185.5
813786,KS,KS: Ellsworth County (20053),145.4,268.6,199.3,46,Mortality,18028.0,All Races,Male,All Cancer Sites Combined,2012-2016,186.8,340.3,255.2
814224,KS,KS: Finney County (20055),142.6,208.0,173.2,123,Mortality,94098.0,All Races,Male,All Cancer Sites Combined,2012-2016,108.6,156.0,130.7
814662,KS,KS: Ford County (20057),130.5,193.2,159.8,110,Mortality,89701.0,All Races,Male,All Cancer Sites Combined,2012-2016,100.8,147.8,122.6
815100,KS,KS: Franklin County (20059),196.4,272.4,232.1,159,Mortality,63580.0,All Races,Male,All Cancer Sites Combined,2012-2016,212.7,292.1,250.1
815538,KS,KS: Geary County (20061),214.9,309.4,259.3,125,Mortality,96755.0,All Races,Male,All Cancer Sites Combined,2012-2016,107.5,153.9,129.2
815976,KS,KS: Gove County (20063),88.1,272.9,159.7,+,Mortality,6915.0,All Races,Male,All Cancer Sites Combined,2012-2016,143.2,393.6,245.8
816414,KS,KS: Graham County (20065),92.8,292.3,169.1,+,Mortality,6340.0,All Races,Male,All Cancer Sites Combined,2012-2016,156.2,429.3,268.1
816852,KS,KS: Grant County (20067),197.6,386.3,281.5,40,Mortality,19715.0,All Races,Male,All Cancer Sites Combined,2012-2016,144.9,276.3,202.9
817290,KS,KS: Gray County (20069),92.2,221.9,146.7,23,Mortality,15066.0,All Races,Male,All Cancer Sites Combined,2012-2016,96.8,229.1,152.7
817728,KS,KS: Greeley County (20071),~,~,~,~,Mortality,3104.0,All Races,Male,All Cancer Sites Combined,2012-2016,~,~,~
818166,KS,KS: Greenwood County (20073),166.1,294.4,222.0,55,Mortality,15654.0,All Races,Male,All Cancer Sites Combined,2012-2016,264.7,457.3,351.3
818604,KS,KS: Hamilton County (20075),~,~,~,~,Mortality,6749.0,All Races,Male,All Cancer Sites Combined,2012-2016,~,~,~
819042,KS,KS: Harper County (20077),162.9,298.6,222.1,47,Mortality,14560.0,All Races,Male,All Cancer Sites Combined,2012-2016,237.2,429.3,322.8
819480,KS,KS: Harvey County (20079),155.5,207.9,180.1,199,Mortality,85227.0,All Races,Male,All Cancer Sites Combined,2012-2016,202.2,268.3,233.5
819918,KS,KS: Haskell County (20081),~,~,~,~,Mortality,10177.0,All Races,Male,All Cancer Sites Combined,2012-2016,~,~,~
820356,KS,KS: Hodgeman County (20083),~,~,~,~,Mortality,4629.0,All Races,Male,All Cancer Sites Combined,2012-2016,~,~,~
820794,KS,KS: Jackson County (20085),128.7,210.4,165.5,71,Mortality,33409.0,All Races,Male,All Cancer Sites Combined,2012-2016,166.0,268.1,212.5
821232,KS,KS: Jefferson County (20087),155.1,230.2,189.7,111,Mortality,47703.0,All Races,Male,All Cancer Sites Combined,2012-2016,191.4,280.2,232.7
821670,KS,KS: Jewell County (20089),150.3,332.4,223.9,32,Mortality,7688.0,All Races,Male,All Cancer Sites Combined,2012-2016,284.7,587.6,416.2
822108,KS,KS: Johnson County (20091),153.9,168.3,161.0,2056,Mortality,1400232.0,All Races,Male,All Cancer Sites Combined,2012-2016,140.6,153.3,146.8
822546,KS,KS: Kearny County (20093),137.8,346.7,225.4,21,Mortality,9934.0,All Races,Male,All Cancer Sites Combined,2012-2016,130.9,323.1,211.4
822984,KS,KS: Kingman County (20095),133.9,244.3,182.2,50,Mortality,19196.0,All Races,Male,All Cancer Sites Combined,2012-2016,193.3,343.4,260.5
823422,KS,KS: Kiowa County (20097),122.6,346.4,211.5,+,Mortality,6245.0,All Races,Male,All Cancer Sites Combined,2012-2016,183.2,475.1,304.2
823860,KS,KS: Labette County (20099),186.4,263.9,222.5,140,Mortality,51434.0,All Races,Male,All Cancer Sites Combined,2012-2016,229.0,321.2,272.2
824298,KS,KS: Lane County (20101),229.1,586.9,373.6,+,Mortality,4098.0,All Races,Male,All Cancer Sites Combined,2012-2016,336.4,812.8,536.8
824736,KS,KS: Leavenworth County (20103),188.2,233.3,209.9,379,Mortality,209993.0,All Races,Male,All Cancer Sites Combined,2012-2016,162.8,199.6,180.5
825174,KS,KS: Lincoln County (20105),123.7,318.5,202.5,22,Mortality,7817.0,All Races,Male,All Cancer Sites Combined,2012-2016,176.4,426.1,281.4
825612,KS,KS: Linn County (20107),141.9,235.7,183.6,69,Mortality,23972.0,All Races,Male,All Cancer Sites Combined,2012-2016,224.0,364.3,287.8
826050,KS,KS: Logan County (20109),130.4,342.8,216.5,20,Mortality,7041.0,All Races,Male,All Cancer Sites Combined,2012-2016,173.5,438.7,284.1
826488,KS,KS: Lyon County (20111),175.8,241.6,206.8,167,Mortality,81270.0,All Races,Male,All Cancer Sites Combined,2012-2016,175.5,239.1,205.5
826926,KS,KS: Marion County (20115),159.0,248.6,199.5,91,Mortality,30407.0,All Races,Male,All Cancer Sites Combined,2012-2016,241.0,367.4,299.3
827364,KS,KS: Marshall County (20117),121.0,212.2,161.3,60,Mortality,24728.0,All Races,Male,All Cancer Sites Combined,2012-2016,185.2,312.3,242.6
827802,KS,KS: McPherson County (20113),179.3,241.0,208.3,194,Mortality,71006.0,All Races,Male,All Cancer Sites Combined,2012-2016,236.1,314.5,273.2
828240,KS,KS: Meade County (20119),103.7,259.8,168.2,23,Mortality,10888.0,All Races,Male,All Cancer Sites Combined,2012-2016,133.9,317.0,211.2
828678,KS,KS: Miami County (20121),165.9,226.1,194.2,175,Mortality,81340.0,All Races,Male,All Cancer Sites Combined,2012-2016,184.5,249.5,215.1
829116,KS,KS: Mitchell County (20123),116.7,227.4,164.0,40,Mortality,15961.0,All Races,Male,All Cancer Sites Combined,2012-2016,179.0,341.3,250.6
829554,KS,KS: Montgomery County (20125),188.4,247.1,216.2,225,Mortality,83244.0,All Races,Male,All Cancer Sites Combined,2012-2016,236.1,308.0,270.3
829992,KS,KS: Morris County (20127),153.7,283.6,209.7,49,Mortality,14111.0,All Races,Male,All Cancer Sites Combined,2012-2016,256.9,459.1,347.2
830430,KS,KS: Morton County (20129),150.4,382.1,246.1,21,Mortality,7441.0,All Races,Male,All Cancer Sites Combined,2012-2016,174.7,431.4,282.2
830868,KS,KS: Nemaha County (20131),144.7,244.2,189.2,65,Mortality,25540.0,All Races,Male,All Cancer Sites Combined,2012-2016,196.4,324.4,254.5
831306,KS,KS: Neosho County (20133),173.9,256.0,211.7,112,Mortality,40325.0,All Races,Male,All Cancer Sites Combined,2012-2016,228.7,334.2,277.7
831744,KS,KS: Ness County (20135),141.8,317.4,212.9,29,Mortality,7558.0,All Races,Male,All Cancer Sites Combined,2012-2016,257.0,551.1,383.7
832182,KS,KS: Norton County (20137),75.3,179.6,118.4,24,Mortality,15605.0,All Races,Male,All Cancer Sites Combined,2012-2016,98.5,228.8,153.8
832620,KS,KS: Osage County (20139),179.8,264.1,218.6,116,Mortality,39901.0,All Races,Male,All Cancer Sites Combined,2012-2016,240.2,348.7,290.7
833058,KS,KS: Osborne County (20141),184.1,360.8,259.0,41,Mortality,9341.0,All Races,Male,All Cancer Sites Combined,2012-2016,315.0,595.5,438.9
833496,KS,KS: Ottawa County (20143),121.0,245.2,174.2,36,Mortality,15469.0,All Races,Male,All Cancer Sites Combined,2012-2016,163.0,322.2,232.7
833934,KS,KS: Pawnee County (20145),159.7,288.1,216.3,51,Mortality,18896.0,All Races,Male,All Cancer Sites Combined,2012-2016,201.0,354.9,269.9
834372,KS,KS: Phillips County (20147),118.1,243.3,171.0,34,Mortality,13607.0,All Races,Male,All Cancer Sites Combined,2012-2016,173.0,349.2,249.9
834810,KS,KS: Pottawatomie County (20149),162.2,241.1,198.9,107,Mortality,57016.0,All Races,Male,All Cancer Sites Combined,2012-2016,153.8,226.8,187.7
835248,KS,KS: Pratt County (20151),202.0,325.7,258.1,77,Mortality,24100.0,All Races,Male,All Cancer Sites Combined,2012-2016,252.1,399.3,319.5
835686,KS,KS: Rawlins County (20153),176.7,387.6,262.0,31,Mortality,6392.0,All Races,Male,All Cancer Sites Combined,2012-2016,329.5,688.4,485.0
836124,KS,KS: Reno County (20155),180.9,221.7,200.5,393,Mortality,160102.0,All Races,Male,All Cancer Sites Combined,2012-2016,221.8,271.0,245.5
836562,KS,KS: Republic County (20157),136.8,269.9,192.4,42,Mortality,11591.0,All Races,Male,All Cancer Sites Combined,2012-2016,261.2,489.8,362.4
837000,KS,KS: Rice County (20159),134.8,238.3,180.8,54,Mortality,25001.0,All Races,Male,All Cancer Sites Combined,2012-2016,162.3,281.8,216.0
837438,KS,KS: Riley County (20161),141.5,192.8,165.8,176,Mortality,205166.0,All Races,Male,All Cancer Sites Combined,2012-2016,73.6,99.4,85.8
837876,KS,KS: Rooks County (20163),103.0,227.0,154.7,29,Mortality,12587.0,All Races,Male,All Cancer Sites Combined,2012-2016,154.3,330.9,230.4
838314,KS,KS: Rush County (20165),122.2,292.5,190.2,26,Mortality,7810.0,All Races,Male,All Cancer Sites Combined,2012-2016,217.5,487.8,332.9
