,STATE,AREA,AGE_ADJUSTED_CI_LOWER,AGE_ADJUSTED_CI_UPPER,AGE_ADJUSTED_RATE,COUNT,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_CI_LOWER,CRUDE_CI_UPPER,CRUDE_RATE
740653,IN,IN: Franklin County (18047),124.2,181.4,150.6,119,Mortality,57166.0,All Races,Female,All Cancer Sites Combined,2012-2016,172.4,249.1,208.2
741541,IN,IN: Fulton County (18049),133.6,195.4,162.1,120,Mortality,51222.0,All Races,Female,All Cancer Sites Combined,2012-2016,194.2,280.1,234.3
742429,IN,IN: Gibson County (18051),114.1,159.2,135.1,158,Mortality,84330.0,All Races,Female,All Cancer Sites Combined,2012-2016,159.3,219.0,187.4
743317,IN,IN: Grant County (18053),152.8,186.5,169.0,431,Mortality,177287.0,All Races,Female,All Cancer Sites Combined,2012-2016,220.7,267.2,243.1
744205,IN,IN: Greene County (18055),134.7,182.1,156.9,189,Mortality,81464.0,All Races,Female,All Cancer Sites Combined,2012-2016,200.1,267.5,232.0
745093,IN,IN: Hamilton County (18057),108.3,124.5,116.2,839,Mortality,774393.0,All Races,Female,All Cancer Sites Combined,2012-2016,101.1,115.9,108.3
745981,IN,IN: Hancock County (18059),139.1,172.8,155.2,349,Mortality,182776.0,All Races,Female,All Cancer Sites Combined,2012-2016,171.4,212.1,190.9
746869,IN,IN: Harrison County (18061),135.5,180.8,156.8,203,Mortality,98291.0,All Races,Female,All Cancer Sites Combined,2012-2016,179.1,237.0,206.5
747757,IN,IN: Hendricks County (18063),133.9,157.5,145.3,615,Mortality,388875.0,All Races,Female,All Cancer Sites Combined,2012-2016,145.9,171.2,158.1
748645,IN,IN: Henry County (18065),156.9,197.7,176.3,318,Mortality,117662.0,All Races,Female,All Cancer Sites Combined,2012-2016,241.4,301.7,270.3
749533,IN,IN: Howard County (18067),144.6,174.0,158.7,495,Mortality,213146.0,All Races,Female,All Cancer Sites Combined,2012-2016,212.2,253.6,232.2
750421,IN,IN: Huntington County (18069),130.4,174.6,151.2,200,Mortality,93036.0,All Races,Female,All Cancer Sites Combined,2012-2016,186.2,246.9,215.0
751309,IN,IN: Jackson County (18071),143.8,186.7,164.1,242,Mortality,109029.0,All Races,Female,All Cancer Sites Combined,2012-2016,194.9,251.8,222.0
752197,IN,IN: Jasper County (18073),130.5,179.0,153.2,169,Mortality,84067.0,All Races,Female,All Cancer Sites Combined,2012-2016,171.9,233.7,201.0
753085,IN,IN: Jay County (18075),142.8,205.0,171.5,129,Mortality,53577.0,All Races,Female,All Cancer Sites Combined,2012-2016,201.0,286.1,240.8
753973,IN,IN: Jefferson County (18077),146.0,196.5,169.7,191,Mortality,83961.0,All Races,Female,All Cancer Sites Combined,2012-2016,196.4,262.1,227.5
754861,IN,IN: Jennings County (18079),135.7,193.2,162.5,134,Mortality,69685.0,All Races,Female,All Cancer Sites Combined,2012-2016,161.1,227.7,192.3
755749,IN,IN: Johnson County (18081),142.1,165.9,153.6,677,Mortality,373498.0,All Races,Female,All Cancer Sites Combined,2012-2016,167.9,195.4,181.3
756637,IN,IN: Knox County (18083),142.3,187.6,163.6,224,Mortality,93442.0,All Races,Female,All Cancer Sites Combined,2012-2016,209.4,273.3,239.7
757525,IN,IN: Kosciusko County (18085),133.2,164.4,148.1,372,Mortality,197291.0,All Races,Female,All Cancer Sites Combined,2012-2016,169.9,208.7,188.6
758413,IN,IN: LaGrange County (18087),106.1,151.9,127.5,129,Mortality,95156.0,All Races,Female,All Cancer Sites Combined,2012-2016,113.2,161.1,135.6
759301,IN,IN: LaPorte County (18091),145.1,171.4,157.8,604,Mortality,268618.0,All Races,Female,All Cancer Sites Combined,2012-2016,207.3,243.5,224.9
760189,IN,IN: Lake County (18089),151.2,163.7,157.4,2598,Mortality,1266099.0,All Races,Female,All Cancer Sites Combined,2012-2016,197.4,213.2,205.2
761077,IN,IN: Lawrence County (18093),121.3,159.2,139.1,236,Mortality,115523.0,All Races,Female,All Cancer Sites Combined,2012-2016,179.1,232.1,204.3
761965,IN,IN: Madison County (18095),144.9,168.6,156.4,724,Mortality,324591.0,All Races,Female,All Cancer Sites Combined,2012-2016,207.1,239.9,223.0
762853,IN,IN: Marion County (18097),155.9,166.0,160.9,4161,Mortality,2421201.0,All Races,Female,All Cancer Sites Combined,2012-2016,166.7,177.2,171.9
763741,IN,IN: Marshall County (18099),129.7,169.6,148.6,239,Mortality,117924.0,All Races,Female,All Cancer Sites Combined,2012-2016,177.8,230.1,202.7
764629,IN,IN: Martin County (18101),141.4,234.9,183.1,67,Mortality,25321.0,All Races,Female,All Cancer Sites Combined,2012-2016,205.1,336.0,264.6
765517,IN,IN: Miami County (18103),125.6,171.6,147.1,173,Mortality,83985.0,All Races,Female,All Cancer Sites Combined,2012-2016,176.4,239.1,206.0
766405,IN,IN: Monroe County (18105),120.6,145.2,132.4,485,Mortality,359314.0,All Races,Female,All Cancer Sites Combined,2012-2016,123.2,147.5,135.0
767293,IN,IN: Montgomery County (18107),129.4,172.2,149.5,206,Mortality,94480.0,All Races,Female,All Cancer Sites Combined,2012-2016,189.3,249.9,218.0
768181,IN,IN: Morgan County (18109),145.4,180.4,162.2,355,Mortality,175150.0,All Races,Female,All Cancer Sites Combined,2012-2016,182.1,224.9,202.7
769069,IN,IN: Newton County (18111),113.9,186.5,146.4,73,Mortality,34539.0,All Races,Female,All Cancer Sites Combined,2012-2016,165.7,265.7,211.4
769957,IN,IN: Noble County (18113),138.9,182.1,159.3,231,Mortality,118324.0,All Races,Female,All Cancer Sites Combined,2012-2016,170.9,222.1,195.2
770845,IN,IN: Ohio County (18115),79.2,177.5,119.4,29,Mortality,14934.0,All Races,Female,All Cancer Sites Combined,2012-2016,130.1,278.9,194.2
771733,IN,IN: Orange County (18117),136.3,200.9,166.0,115,Mortality,49572.0,All Races,Female,All Cancer Sites Combined,2012-2016,191.5,278.5,232.0
772621,IN,IN: Owen County (18119),109.4,165.1,134.8,102,Mortality,52343.0,All Races,Female,All Cancer Sites Combined,2012-2016,158.9,236.6,194.9
773509,IN,IN: Parke County (18121),96.5,155.2,123.0,76,Mortality,45253.0,All Races,Female,All Cancer Sites Combined,2012-2016,132.3,210.2,167.9
774397,IN,IN: Perry County (18123),153.7,223.6,185.9,126,Mortality,44799.0,All Races,Female,All Cancer Sites Combined,2012-2016,234.3,334.9,281.3
775285,IN,IN: Pike County (18125),127.3,206.6,162.9,76,Mortality,31183.0,All Races,Female,All Cancer Sites Combined,2012-2016,192.0,305.1,243.7
776173,IN,IN: Porter County (18127),138.9,160.3,149.3,798,Mortality,423186.0,All Races,Female,All Cancer Sites Combined,2012-2016,175.7,202.1,188.6
777061,IN,IN: Posey County (18129),115.2,167.4,139.3,125,Mortality,64295.0,All Races,Female,All Cancer Sites Combined,2012-2016,161.8,231.6,194.4
777949,IN,IN: Pulaski County (18131),105.4,175.8,136.7,67,Mortality,31520.0,All Races,Female,All Cancer Sites Combined,2012-2016,164.7,269.9,212.6
778837,IN,IN: Putnam County (18133),160.6,213.2,185.4,214,Mortality,88481.0,All Races,Female,All Cancer Sites Combined,2012-2016,210.5,276.5,241.9
779725,IN,IN: Randolph County (18135),116.2,165.0,138.7,142,Mortality,64582.0,All Races,Female,All Cancer Sites Combined,2012-2016,185.2,259.2,219.9
780613,IN,IN: Ripley County (18137),121.9,173.1,145.7,140,Mortality,71886.0,All Races,Female,All Cancer Sites Combined,2012-2016,163.8,229.8,194.8
781501,IN,IN: Rush County (18139),115.3,180.2,144.8,90,Mortality,42885.0,All Races,Female,All Cancer Sites Combined,2012-2016,168.8,258.0,209.9
782389,IN,IN: Scott County (18143),164.6,230.7,195.5,148,Mortality,60151.0,All Races,Female,All Cancer Sites Combined,2012-2016,208.0,289.0,246.0
783277,IN,IN: Shelby County (18145),125.1,165.5,144.1,215,Mortality,111869.0,All Races,Female,All Cancer Sites Combined,2012-2016,167.4,219.7,192.2
784165,IN,IN: Spencer County (18147),100.4,154.9,125.2,93,Mortality,51299.0,All Races,Female,All Cancer Sites Combined,2012-2016,146.3,222.1,181.3
785053,IN,IN: St. Joseph County (18141),138.1,154.7,146.2,1296,Mortality,688712.0,All Races,Female,All Cancer Sites Combined,2012-2016,178.1,198.7,188.2
785941,IN,IN: Starke County (18149),144.8,206.4,173.4,135,Mortality,57911.0,All Races,Female,All Cancer Sites Combined,2012-2016,195.5,275.9,233.1
786829,IN,IN: Steuben County (18151),133.1,179.5,154.8,189,Mortality,84808.0,All Races,Female,All Cancer Sites Combined,2012-2016,192.2,257.0,222.9
787717,IN,IN: Sullivan County (18153),136.4,202.3,166.7,114,Mortality,47941.0,All Races,Female,All Cancer Sites Combined,2012-2016,196.1,285.7,237.8
788605,IN,IN: Switzerland County (18155),114.0,201.9,152.9,53,Mortality,25811.0,All Races,Female,All Cancer Sites Combined,2012-2016,153.8,268.6,205.3
789493,IN,IN: Tippecanoe County (18157),128.3,151.4,139.5,603,Mortality,448805.0,All Races,Female,All Cancer Sites Combined,2012-2016,123.8,145.5,134.4
790381,IN,IN: Tipton County (18159),125.2,195.0,156.8,93,Mortality,38570.0,All Races,Female,All Cancer Sites Combined,2012-2016,194.6,295.4,241.1
791269,IN,IN: Union County (18161),104.5,205.8,147.9,39,Mortality,18315.0,All Races,Female,All Cancer Sites Combined,2012-2016,151.4,291.1,212.9
792607,IN,IN: Vanderburgh County (18163),132.1,151.3,141.5,913,Mortality,469505.0,All Races,Female,All Cancer Sites Combined,2012-2016,182.0,207.5,194.5
793495,IN,IN: Vermillion County (18165),139.0,210.4,171.5,103,Mortality,39587.0,All Races,Female,All Cancer Sites Combined,2012-2016,212.4,315.6,260.2
794383,IN,IN: Vigo County (18167),148.6,176.8,162.2,563,Mortality,265852.0,All Races,Female,All Cancer Sites Combined,2012-2016,194.6,230.0,211.8
795271,IN,IN: Wabash County (18169),129.9,176.5,151.7,197,Mortality,82419.0,All Races,Female,All Cancer Sites Combined,2012-2016,206.8,274.8,239.0
796159,IN,IN: Warren County (18171),133.8,237.1,179.2,56,Mortality,20804.0,All Races,Female,All Cancer Sites Combined,2012-2016,203.3,349.6,269.2
797047,IN,IN: Warrick County (18173),109.4,141.8,124.8,252,Mortality,154766.0,All Races,Female,All Cancer Sites Combined,2012-2016,143.3,184.2,162.8
797935,IN,IN: Washington County (18175),141.0,198.1,167.7,146,Mortality,69726.0,All Races,Female,All Cancer Sites Combined,2012-2016,176.8,246.2,209.4
798823,IN,IN: Wayne County (18177),152.4,185.8,168.4,436,Mortality,173594.0,All Races,Female,All Cancer Sites Combined,2012-2016,228.1,275.9,251.2
799711,IN,IN: Wells County (18179),100.0,146.8,121.6,124,Mortality,70284.0,All Races,Female,All Cancer Sites Combined,2012-2016,146.7,210.4,176.4
800599,IN,IN: White County (18181),126.0,180.9,151.3,141,Mortality,61182.0,All Races,Female,All Cancer Sites Combined,2012-2016,194.0,271.8,230.5
801487,IN,IN: Whitley County (18183),114.0,158.2,134.6,160,Mortality,83818.0,All Races,Female,All Cancer Sites Combined,2012-2016,162.5,222.9,190.9
802374,KS,KS: Allen County (20001),127.6,206.3,163.0,80,Mortality,32985.0,All Races,Female,All Cancer Sites Combined,2012-2016,192.3,301.9,242.5
802812,KS,KS: Anderson County (20003),106.0,196.1,144.8,51,Mortality,19751.0,All Races,Female,All Cancer Sites Combined,2012-2016,192.3,339.5,258.2
803250,KS,KS: Atchison County (20005),146.7,220.5,180.5,105,Mortality,42459.0,All Races,Female,All Cancer Sites Combined,2012-2016,202.3,299.4,247.3
803688,KS,KS: Barber County (20007),67.5,169.4,107.6,23,Mortality,11819.0,All Races,Female,All Cancer Sites Combined,2012-2016,123.4,292.0,194.6
804126,KS,KS: Barton County (20009),137.4,190.2,162.0,170,Mortality,69008.0,All Races,Female,All Cancer Sites Combined,2012-2016,210.7,286.3,246.3
804564,KS,KS: Bourbon County (20011),99.1,162.3,127.4,76,Mortality,37345.0,All Races,Female,All Cancer Sites Combined,2012-2016,160.3,254.7,203.5
805002,KS,KS: Brown County (20013),118.3,202.7,155.5,64,Mortality,25062.0,All Races,Female,All Cancer Sites Combined,2012-2016,196.7,326.1,255.4
805440,KS,KS: Butler County (20015),134.5,169.9,151.4,305,Mortality,164065.0,All Races,Female,All Cancer Sites Combined,2012-2016,165.6,208.0,185.9
805878,KS,KS: Chase County (20017),154.4,358.8,236.2,28,Mortality,6563.0,All Races,Female,All Cancer Sites Combined,2012-2016,283.5,616.6,426.6
806316,KS,KS: Chautauqua County (20019),117.7,280.7,183.1,29,Mortality,8446.0,All Races,Female,All Cancer Sites Combined,2012-2016,230.0,493.1,343.4
806754,KS,KS: Cherokee County (20021),145.0,209.5,174.8,130,Mortality,52313.0,All Races,Female,All Cancer Sites Combined,2012-2016,207.6,295.1,248.5
807192,KS,KS: Cheyenne County (20023),~,~,~,~,Mortality,6686.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
807630,KS,KS: Clark County (20025),107.1,339.0,195.9,17,Mortality,5381.0,All Races,Female,All Cancer Sites Combined,2012-2016,184.0,505.8,315.9
808068,KS,KS: Clay County (20027),110.3,197.5,148.1,58,Mortality,20980.0,All Races,Female,All Cancer Sites Combined,2012-2016,209.9,357.4,276.5
808506,KS,KS: Cloud County (20029),154.7,256.8,200.3,78,Mortality,23463.0,All Races,Female,All Cancer Sites Combined,2012-2016,262.8,414.9,332.4
808944,KS,KS: Coffey County (20031),86.1,167.3,120.7,42,Mortality,21179.0,All Races,Female,All Cancer Sites Combined,2012-2016,142.9,268.1,198.3
809382,KS,KS: Comanche County (20033),~,~,~,~,Mortality,4905.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
809820,KS,KS: Cowley County (20035),132.1,179.0,154.1,192,Mortality,89976.0,All Races,Female,All Cancer Sites Combined,2012-2016,184.3,245.8,213.4
810258,KS,KS: Crawford County (20037),135.9,181.7,157.4,205,Mortality,97832.0,All Races,Female,All Cancer Sites Combined,2012-2016,181.8,240.3,209.5
810696,KS,KS: Decatur County (20039),118.7,290.3,185.2,31,Mortality,7203.0,All Races,Female,All Cancer Sites Combined,2012-2016,292.4,610.9,430.4
811134,KS,KS: Dickinson County (20041),138.4,201.4,167.4,130,Mortality,48448.0,All Races,Female,All Cancer Sites Combined,2012-2016,224.2,318.6,268.3
811572,KS,KS: Doniphan County (20043),116.9,222.1,162.7,47,Mortality,19461.0,All Races,Female,All Cancer Sites Combined,2012-2016,177.5,321.2,241.5
812010,KS,KS: Douglas County (20045),113.0,140.8,126.3,347,Mortality,291395.0,All Races,Female,All Cancer Sites Combined,2012-2016,106.9,132.3,119.1
812448,KS,KS: Edwards County (20047),100.7,265.0,164.8,21,Mortality,7335.0,All Races,Female,All Cancer Sites Combined,2012-2016,177.2,437.6,286.3
812886,KS,KS: Elk County (20049),74.8,229.6,130.4,18,Mortality,6608.0,All Races,Female,All Cancer Sites Combined,2012-2016,161.4,430.5,272.4
813324,KS,KS: Ellis County (20051),119.7,173.3,144.5,128,Mortality,71980.0,All Races,Female,All Cancer Sites Combined,2012-2016,148.4,211.4,177.8
813762,KS,KS: Ellsworth County (20053),117.7,235.0,167.0,44,Mortality,13756.0,All Races,Female,All Cancer Sites Combined,2012-2016,232.4,429.4,319.9
814200,KS,KS: Finney County (20055),99.7,151.4,123.7,98,Mortality,91438.0,All Races,Female,All Cancer Sites Combined,2012-2016,87.0,130.6,107.2
814638,KS,KS: Ford County (20057),103.0,154.3,126.8,106,Mortality,83973.0,All Races,Female,All Cancer Sites Combined,2012-2016,103.3,152.7,126.2
815076,KS,KS: Franklin County (20059),116.9,170.5,141.7,119,Mortality,64501.0,All Races,Female,All Cancer Sites Combined,2012-2016,152.8,220.8,184.5
815514,KS,KS: Geary County (20061),147.7,215.8,179.5,114,Mortality,86257.0,All Races,Female,All Cancer Sites Combined,2012-2016,109.0,158.8,132.2
815952,KS,KS: Gove County (20063),~,~,~,~,Mortality,6735.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
816390,KS,KS: Graham County (20065),~,~,~,~,Mortality,6553.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
816828,KS,KS: Grant County (20067),111.1,232.1,163.6,32,Mortality,19170.0,All Races,Female,All Cancer Sites Combined,2012-2016,114.2,235.7,166.9
817266,KS,KS: Gray County (20069),61.4,164.7,103.4,19,Mortality,14964.0,All Races,Female,All Cancer Sites Combined,2012-2016,76.4,198.3,127.0
817704,KS,KS: Greeley County (20071),~,~,~,~,Mortality,3327.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
818142,KS,KS: Greenwood County (20073),110.6,213.2,153.9,46,Mortality,15783.0,All Races,Female,All Cancer Sites Combined,2012-2016,213.4,388.8,291.5
818580,KS,KS: Hamilton County (20075),~,~,~,~,Mortality,6380.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
819018,KS,KS: Harper County (20077),82.0,181.4,122.8,34,Mortality,14441.0,All Races,Female,All Cancer Sites Combined,2012-2016,163.0,329.0,235.4
819456,KS,KS: Harvey County (20079),117.6,161.2,138.0,184,Mortality,88425.0,All Races,Female,All Cancer Sites Combined,2012-2016,179.1,240.4,208.1
819894,KS,KS: Haskell County (20081),68.7,204.3,122.5,+,Mortality,10387.0,All Races,Female,All Cancer Sites Combined,2012-2016,88.0,250.1,154.0
820332,KS,KS: Hodgeman County (20083),~,~,~,~,Mortality,4812.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
820770,KS,KS: Jackson County (20085),105.4,179.6,138.5,63,Mortality,33280.0,All Races,Female,All Cancer Sites Combined,2012-2016,145.5,242.2,189.3
821208,KS,KS: Jefferson County (20087),112.2,174.0,140.3,91,Mortality,46454.0,All Races,Female,All Cancer Sites Combined,2012-2016,157.7,240.5,195.9
821646,KS,KS: Jewell County (20089),55.2,177.3,96.2,17,Mortality,7333.0,All Races,Female,All Cancer Sites Combined,2012-2016,135.0,371.2,231.8
822084,KS,KS: Johnson County (20091),115.6,126.5,120.9,2018,Mortality,1461964.0,All Races,Female,All Cancer Sites Combined,2012-2016,132.1,144.2,138.0
822522,KS,KS: Kearny County (20093),113.5,281.8,183.1,22,Mortality,9741.0,All Races,Female,All Cancer Sites Combined,2012-2016,141.5,341.9,225.8
822960,KS,KS: Kingman County (20095),124.2,240.0,174.5,50,Mortality,19148.0,All Races,Female,All Cancer Sites Combined,2012-2016,193.8,344.3,261.1
823398,KS,KS: Kiowa County (20097),~,~,~,~,Mortality,6400.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
823836,KS,KS: Labette County (20099),149.6,216.6,180.6,134,Mortality,52356.0,All Races,Female,All Cancer Sites Combined,2012-2016,214.4,303.1,255.9
824274,KS,KS: Lane County (20101),~,~,~,~,Mortality,4179.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
824712,KS,KS: Leavenworth County (20103),142.8,177.7,159.5,345,Mortality,183331.0,All Races,Female,All Cancer Sites Combined,2012-2016,168.8,209.1,188.2
825150,KS,KS: Lincoln County (20105),71.1,224.4,128.9,18,Mortality,7921.0,All Races,Female,All Cancer Sites Combined,2012-2016,134.7,359.1,227.2
825588,KS,KS: Linn County (20107),159.9,265.2,207.0,73,Mortality,23799.0,All Races,Female,All Cancer Sites Combined,2012-2016,240.4,385.7,306.7
826026,KS,KS: Logan County (20109),80.1,244.5,142.6,18,Mortality,6876.0,All Races,Female,All Cancer Sites Combined,2012-2016,155.1,413.7,261.8
826464,KS,KS: Lyon County (20111),114.3,162.5,136.7,140,Mortality,85380.0,All Races,Female,All Cancer Sites Combined,2012-2016,137.9,193.5,164.0
826902,KS,KS: Marion County (20115),107.0,178.8,138.7,78,Mortality,30414.0,All Races,Female,All Cancer Sites Combined,2012-2016,202.7,320.1,256.5
827340,KS,KS: Marshall County (20117),101.1,177.6,134.4,60,Mortality,24841.0,All Races,Female,All Cancer Sites Combined,2012-2016,184.3,310.9,241.5
827778,KS,KS: McPherson County (20113),122.0,169.4,144.0,175,Mortality,73428.0,All Races,Female,All Cancer Sites Combined,2012-2016,204.3,276.4,238.3
828216,KS,KS: Meade County (20119),121.0,277.8,186.5,28,Mortality,10666.0,All Races,Female,All Cancer Sites Combined,2012-2016,174.4,379.4,262.5
828654,KS,KS: Miami County (20121),105.9,149.8,126.3,140,Mortality,82750.0,All Races,Female,All Cancer Sites Combined,2012-2016,142.3,199.6,169.2
829092,KS,KS: Mitchell County (20123),103.3,214.5,150.2,41,Mortality,15363.0,All Races,Female,All Cancer Sites Combined,2012-2016,191.5,362.0,266.9
829530,KS,KS: Montgomery County (20125),139.7,186.0,161.4,218,Mortality,85992.0,All Races,Female,All Cancer Sites Combined,2012-2016,221.0,289.5,253.5
829968,KS,KS: Morris County (20127),85.7,191.5,129.1,34,Mortality,14307.0,All Races,Female,All Cancer Sites Combined,2012-2016,164.6,332.1,237.6
